obj,time,org
E,0,E
B,1.3517282763496,N
E,2.17778068863667,B
B,3.62156323622912,N
E,4.44958789312585,E
E,4.9210938212029,B
B,5.70462986361235,N
A,6.26964658033103,N
E,9.68876433908799,E
A,11.1148617463186,N
E,14.8957640394508,E
A,19.2490498255938,N
