obj,time,org
E,0,E
B,1.17405589576811,N
B,1.65693526063114,N
E,2.42856410228176,B
E,3.18528887491828,B
E,4.16796377988115,E
A,6.63338643894531,N
B,8.82021776516922,N
E,9.63503658526581,E
E,10.0931263787214,B
A,10.7837891145609,N
E,14.0842417647208,E
A,15.7938545481302,N
E,18.9483785694713,E
