obj,time
E,0
B,1.36785509930828
E,2.4332507921872
E,4.3288786915226
B,5.161691881434
A,6.84758989650207
E,7.36645629507076
E,8.67318843099325
E,8.91894823235272
A,8.97499219903206
E,10.2561301406377
B,11.7752680349111
E,13.9539420000646
E,14.5124046920214
A,16.6495164492363
E,17.1959001244959
E,19.6813905910744
