obj,time,org
E,0,E
E,0.6265659,E
A,2.7727843,N
E,3.7690436,B
A,6.5655424,N
E,7.4971295,E
E,8.8263213,B
A,11.0780882,N
E,12.3069697,A
A,17.2971489,N
E,18.3769111,A
E,19.6991604,E
E,22.2068996,E
