obj,time,org
E,0,E
A,1.86100334394723,N
E,2.66198580881157,A
B,5.09869465604424,N
A,8.70181615464389,N
E,10.1217963253414,A
E,10.5744785650709,E
B,11.2277400912717,N
B,13.962924554944,N
E,17.4455534676085,E
A,19.3292437307537,N
