obj,time
E,0
B,1.53341425169879
A,4.14564610569114
E,5.08772275710415
A,9.0992873371432
E,10.1675903470869
B,10.7575994494092
B,12.3488337465856
E,15.0341567569385
A,17.2658604154114
E,19.9357947360489
