obj,time,org
E,0,E
A,2.87127059604973,N
E,4.16051808509748,A
A,7.27890534792095,N
E,7.79294148774647,E
E,8.82531898338799,A
B,9.59505273820832,N
E,13.8240384686039,E
B,14.5510356556624,N
A,17.4507687117439,N
B,18.3642153937835,N
