obj,time
E,0
E,4.57029217470908
A,5.19314873471799
B,5.56593938819138
E,6.89596976211556
A,8.07444670642168
B,8.5958514794151
E,9.81328231930411
E,10.1750415870843
A,11.4909788864351
B,14.2537549207903
E,14.4017099457578
E,15.5456516872058
E,19.5274770894928
