obj,time
E,0
E,5.02037731235207
B,5.53236355671016
E,6.71331475294432
A,9.21698144810163
E,9.61829487135918
E,10.7466522002923
A,10.9217815328103
E,12.3876363363093
E,14.4950619249526
B,15.7764515115602
E,17.3479837348778
A,17.8601146653765
B,18.0358619865673
E,18.847818887307
E,19.8848484192388
