obj,time,org,seed
E,0,E,71010
A,2.8022151536326,N,71010
E,4.90992974027205,E,71010
B,7.20088505399548,N,71010
A,12.4686644960891,N,71010
E,15.2177743787075,E,71010
A,15.6679437845017,N,71010
B,16.0493608914132,N,71010
B,19.3726675257632,N,71010
