obj,time,org,seed
E,0,E,893
A,1.97762547102026,N,893
B,3.00314935287942,N,893
E,4.18518130957669,E,893
A,5.66503741077682,N,893
A,7.29583165915613,N,893
E,9.33292770165265,E,893
B,10.1437107378385,N,893
E,14.4116561983318,E,893
B,15.6994620568437,N,893
E,19.4999341007345,E,893
