obj,time,org,seed
E,0,E,4300
B,1.22553142310931,N,4300
B,3.41487326881427,N,4300
E,4.6816078968223,E,4300
A,5.73025936075111,N,4300
E,7.19222202940946,A,4300
E,9.50715689844212,E,4300
B,11.5946187854076,N,4300
A,12.1182569219609,N,4300
E,14.0498584229437,A,4300
E,15.3598666081339,E,4300
A,18.2080909434153,N,4300
E,19.1733280121936,A,4300
E,19.9887451766427,E,4300
