obj,time,org,seed
E,0,E,20890
B,2.03798692590333,N,20890
B,3.7085811250274,N,20890
A,6.33316864977497,N,20890
E,10.3542448886744,E,20890
A,12.4061126150177,N,20890
A,13.2791795700914,N,20890
B,16.4086830241143,N,20890
