obj,time,org,seed
E,0,E,19527
A,2.67120090972035,N,19527
B,5.53726272272448,N,19527
E,7.84609267719948,B,19527
E,9.24370442610453,E,19527
B,12.8118148489155,N,19527
E,13.5748488519611,B,19527
E,14.832796224705,E,19527
A,16.0764483040759,N,19527
A,17.7064200075974,N,19527
B,19.9846779533606,N,19527
