obj,time,org,seed
E,0,E,14344
A,1.03425721295574,N,14344
E,2.12764870125157,A,14344
A,2.82461449817879,N,14344
E,3.67179072278115,A,14344
E,5.26622991140609,E,14344
B,7.82592975381773,N,14344
A,12.1243143949501,N,14344
B,12.8428333047994,N,14344
E,15.869157167729,E,14344
B,17.5911610897878,N,14344
