obj,time,org,seed
E,0,E,78036
B,2.69021562441522,N,78036
E,4.01900311508917,B,78036
E,4.65602762320918,E,78036
A,6.312194905087,N,78036
E,7.58893813464297,A,78036
E,9.27782526151991,E,78036
B,9.84392017962669,N,78036
A,11.4919197758636,N,78036
E,12.215952439084,B,78036
E,12.787565391146,A,78036
E,14.9664202807924,E,78036
A,15.9026132273766,N,78036
E,18.0761102289037,A,78036
B,19.9202725712285,N,78036
