obj,time,org,seed
E,0,E,91898
B,0.813627395599953,N,91898
B,1.45790852767822,N,91898
E,2.80982008468194,B,91898
E,3.47892107901124,B,91898
B,3.9785566952408,N,91898
E,5.1351489612395,E,91898
E,5.84365281289638,B,91898
A,7.5019228619473,N,91898
E,9.65690813201204,E,91898
A,10.2085929136519,N,91898
A,10.9454962656835,N,91898
E,15.6751299677895,E,91898
