obj,time,org,seed
E,0,E,59940
E,5.43715255431475,E,59940
B,5.83750800220403,N,59940
A,6.43983457399242,N,59940
A,10.2893635046658,N,59940
B,11.1498798112321,N,59940
B,13.4561805662315,N,59940
E,15.6791064979353,E,59940
A,16.7884498989057,N,59940
E,19.8654264383853,E,59940
