obj,time,org,seed
E,0,E,62012
B,1.03540998002489,N,62012
B,1.57445099413086,N,62012
E,4.5722771851348,E,62012
A,5.95975840174668,N,62012
E,9.92188365732416,E,62012
B,10.4839341599611,N,62012
A,12.5798523177027,N,62012
A,15.204425521366,N,62012
