obj,time,org,seed
E,0,E,16557
B,1.30899999977839,N,16557
A,2.26647302631733,N,16557
E,2.81355577867049,B,16557
B,3.62086702185702,N,16557
E,4.53620199150259,B,16557
A,5.05867165105608,N,16557
E,5.63531729258114,E,16557
B,8.3939143313453,N,16557
E,9.6466434546189,B,16557
E,10.2887368639312,E,16557
A,13.7780408985332,N,16557
E,15.7032146311164,E,16557
