obj,time,org
E,0,E
B,2.71001256536692,N
B,5.60494396369904,N
A,6.09334744513035,N
E,7.61551666235462,A
B,11.0885921027511,N
E,11.6740358426457,E
A,14.0175370732322,N
E,15.0772861111331,A
A,16.3168345950544,N
E,17.3193386146176,E
E,18.2762216538987,A
