obj,time,org,seed
E,0,E,11662
B,0.69423989920115,N,11662
B,3.24972554608143,N,11662
A,7.18715814799366,N,11662
A,9.74852990360396,N,11662
B,12.2855179759644,N,11662
E,15.4202922652305,E,11662
A,16.9634825788312,N,11662
