obj,time,org,seed
E,0,E,42823
A,1.90565002645559,N,42823
E,3.43089324441658,A,42823
E,4.83645973435923,E,42823
B,9.94535971796568,N,42823
B,11.881441894578,N,42823
A,13.7039919767412,N,42823
E,14.8379440156538,A,42823
E,15.2818626579604,E,42823
A,15.8755427870476,N,42823
E,16.950998540433,A,42823
B,17.6259243337643,N,42823
