obj,time,org,seed
E,0,E,69342
B,1.19215515363449,N,69342
A,1.76197333577873,N,69342
A,3.98209688583643,N,69342
B,7.01440972992502,N,69342
E,8.10803778337806,B,69342
B,8.88367989762926,N,69342
E,9.83669392623833,E,69342
E,10.7352898511906,B,69342
A,14.9246901878547,N,69342
