obj,time,org
E,0,E
A,2.1716265832074,N
B,4.30935137416236,N
E,5.20219213372006,E
E,5.86125715008727,B
A,8.4152296858374,N
E,10.1056268705442,E
B,13.6902745875996,N
A,14.2918664494064,N
E,14.846509437912,E
E,15.3813067403483,B
B,18.9369990415871,N
E,19.5005375553915,E
