obj,time,org
E,0,E
E,1.12840150099345,E
B,1.85478443070315,N
E,3.616770606102,B
E,4.58736513358344,E
A,5.2881258178968,N
B,6.04806288145483,N
A,9.17518339608796,N
B,11.4256898872554,N
E,13.0748770562443,B
E,16.7958915878073,E
A,18.0302935577929,N
