obj,time
E,0
B,1.469400647562
E,3.03440497117117
E,4.75478965556249
E,5.4116975388024
B,7.0092692959588
A,7.67572045861743
E,9.01715508755296
E,9.7273554878775
A,12.1880164523609
E,13.8454851326533
E,15.235820754664
E,16.5801011673175
A,18.2424461164046
B,18.9787105170544
