obj,time
E,0
B,1.54642682266422
A,2.04648940078914
E,2.88422824349254
B,5.2752824544441
E,7.91396239679307
B,9.68673502327874
E,11.4549279999919
E,13.2134669567458
A,14.1410194258206
A,17.5805425620638
E,18.8695206139237
