obj,time,org
E,0,E
B,0.515341362915933,N
E,1.42527194039488,B
E,4.8657798197948,E
E,5.9111213526256,E
A,6.5371608408168,N
A,7.94127637986094,N
E,10.2771871483352,E
A,12.3780685057864,N
B,15.8641052991152,N
B,16.631098324433,N
E,17.2224516648215,B
E,17.69268370005,B
E,18.6888479024013,E
