obj,time,org
E,0,E
A,1.45539622288197,N
E,3.30678696981776,A
E,5.09093613146197,E
A,8.20612637791783,N
E,8.92003325454631,A
E,10.4338705804073,E
B,10.9679633146152,N
A,14.3427682900801,N
E,15.1466941766018,E
E,15.6323244768467,A
B,16.7635131720454,N
B,19.4592362595722,N
E,19.9915860732862,E
