obj,time
E,0
A,2.9173398244722
E,3.56418786788609
E,5.05490460265063
A,6.03159424410562
B,6.92118947480227
E,7.24922835693755
E,8.78507726094056
B,9.47477096301005
E,10.3687450097638
E,10.6623865921861
A,11.3680360799969
B,12.2809388215614
E,13.3297964047004
E,13.6195454359509
E,15.044661364069
