obj,time
E,0
E,4.4878056473054
A,6.58271393936775
A,7.90579185273258
E,8.12982302855533
E,9.12848435619117
B,9.31832851919055
E,14.8632845559536
A,15.697302127833
B,16.5995595476037
B,18.9143640358651
