obj,time
E,0
A,2.41360511328094
A,3.14293802226894
B,4.74755475879647
B,6.04507231619209
E,6.70840429654345
E,11.3232645532116
A,12.6980739294086
E,14.4558993123937
E,17.6062080725096
B,18.4666932558175
