obj,time
E,0
B,0.926665036240593
E,1.94030955410562
A,2.78077887464315
E,4.79066784773022
E,5.93129027937539
B,7.17048605438322
A,7.82350854738615
E,8.89720416604541
B,10.2300885131117
E,12.9207078968175
E,15.2610863021109
A,16.1181596787646
E,18.2376953901257
