obj,time,org
E,0,E
A,1.01051440881565,N
B,3.75864458503202,N
E,4.46633333645725,E
A,7.5096923946403,N
A,9.72473007044755,N
B,10.1920464322902,N
B,15.227365619503,N
E,17.676854053024,E
