obj,time
E,0
B,1.38293008779104
E,2.7438183509675
E,5.02815301842368
B,6.72681365884438
A,7.15574378416216
B,8.05262191122726
E,8.18528474980205
E,8.5467617123042
E,9.49275583444705
E,11.0457649835863
A,14.3843803806452
E,15.9487730046219
A,16.8021073594588
E,17.3943183918491
E,18.0969653250618
