obj,time,org
E,0,E
B,1.71347031719051,N
E,3.17914115669657,B
B,4.84782082261518,N
E,5.39489755249698,E
E,6.91621516703963,B
E,10.14070570971,E
A,11.2145265128929,N
E,12.1297609864146,A
A,13.2696178520564,N
E,13.9777452046155,A
E,14.923827551123,E
B,16.4120167701039,N
E,18.1442238663013,B
A,18.8056231893133,N
