obj,time,org
E,0,E
B,1.71347031719051,N
B,4.84782082261518,N
E,9.36372790756742,E
A,11.2145265128929,N
A,13.2696178520564,N
E,14.7585556945004,E
B,16.4120167701039,N
A,18.8056231893133,N
