obj,time,org
E,0,E
B,5.16687640128657,N
E,6.36516194233177,B
A,7.15017007337883,N
B,10.0925617455505,N
E,11.84051426221,B
B,12.6488244219217,N
E,13.4204465847775,B
E,14.2863121548896,E
A,15.3323417329229,N
A,16.7951775805559,N
