obj,time
E,0
A,1.06246792222373
B,2.55717537784949
E,3.67707601725124
B,8.37636943534017
E,10.294932812918
B,14.06097017508
E,15.2161132737529
A,16.0459706131369
E,16.7758815025445
A,17.3073516339064
