obj,time,org
E,0,E
B,2.05908679310232,N
B,2.93874200759456,N
E,4.79849835908578,E
B,6.11423746566288,N
E,10.1005170785023,E
A,11.58228257671,N
E,13.1266768702916,A
A,14.6787186451256,N
E,15.1499057459391,E
E,16.1299418651902,A
A,18.5493925733026,N
