obj,time,org
E,0,E
A,0.668476573657244,N
E,2.01174868839785,A
E,4.54135299167798,E
A,5.69119351124391,N
E,6.88634707297565,A
A,7.66403624997474,N
E,8.83257982562345,A
E,9.81466016300333,E
B,11.4600935664494,N
E,14.8675241051559,E
B,16.9461814360693,N
B,18.7176403098274,N
