obj,time,org
E,0,E
A,1.51632708101533,N
E,2.36943946371554,A
E,3.33719426200113,E
A,4.64788348134607,N
E,6.18873546262418,A
B,7.91311130975373,N
E,8.81878095763911,B
B,12.5687144813128,N
E,13.5144592894522,B
E,13.9746578493168,E
A,16.065889665857,N
E,17.3026269346609,A
B,18.1655600026716,N
E,19.3897799903001,B
