obj,time,org
E,0,E
B,1.76739401952364,N
E,3.59940337653872,B
E,5.44027590700434,E
A,6.79954622546211,N
B,7.40886786812916,N
E,8.30977686192207,A
E,9.17896496821429,B
E,10.3289489010658,E
B,11.8858994473703,N
E,13.5763749570661,B
A,14.2813380910084,N
E,15.0089463484721,E
E,15.7762406392404,A
A,17.06045214599,N
E,18.4297975307045,A
E,19.7380022767136,E
