obj,time
E,0
B,3.14709495711227
A,3.64381031373536
E,5.17607015964992
E,5.2104861996914
E,5.30970689609232
A,5.55264137355355
E,6.31349765913161
A,6.69822717071145
E,8.05681657254011
E,10.9045619580677
B,13.3911641197809
E,14.8189118614755
E,16.0192482837333
B,18.6419765622061
