obj,time,org
E,0,E
A,1.58485964871943,N
B,2.4797170702368,N
E,6.30294582705846,E
A,8.36137813981622,N
B,10.3602175787091,N
A,12.1156002627686,N
E,14.5345697359919,E
B,16.3525959476829,N
